,Topic,Count,Name,Representation,Representative_Docs
66,65,23,65_اجاره_بهای_رهن_مسکن,"['اجاره', 'بهای', 'رهن', 'مسکن', 'قیمت', 'بها', 'نجومی', 'دیوار', 'املاک', 'خانه']","['  مطالبه رسیدگی به افزایش بی\u200cدلیل اجاره بهای مسکن', '  درخواست رسیدگی به افزایش مبلغ رهن و اجاره\u200cبهای مسکن', '  کمپین توقف افزایش اجاره بهای مسکن']"
67,66,22,66_تحت_قرار_پوشش_گرفتن,"['تحت', 'قرار', 'پوشش', 'گرفتن', 'بیمه', 'روان', 'خدمات', 'درمانی', 'شناسی', 'کاردرمانی']","['  درخواست تحت پوشش بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه', '  درخواست تحت پوشش  بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه', '  درخواست تحت پوشش بیمه قرار گرفتن خدمات روان درمانی']"
68,67,22,67_قرنطینه_شهرستان_شدن_کوهنانی,"['قرنطینه', 'شهرستان', 'شدن', 'کوهنانی', 'هودیان', 'کشکوییه', 'کلاچای', 'لرد', 'لامرد', 'راوند']","['  درخواست قرنطینه\u200cی استان همدان', '  درخواست قرنطینه شهرستان زرندیه', '  درخواست قرنطینه شهرستان لامرد']"
69,68,21,68_کنسرت_جمشید_تخت_قربانی,"['کنسرت', 'جمشید', 'تخت', 'قربانی', 'برگزاری', 'تی', 'اس', 'موسیقی', 'علیرضا', 'مجوز']","['  درخواست صدور مجوز برگزاری کنسرت در مشهد', '  درخواست لغو کنسرت علیرضا قربانی در تخت جمشید', '  درخواست لغو برگزاری کنسرت علیرضا قربانی در تخت جمشید']"
70,69,21,69_وزیر_پرورش_آموزش_استیضاح,"['وزیر', 'پرورش', 'آموزش', 'استیضاح', 'استثنایی', 'انتخاب', 'وپرورش', 'وبودجه', 'درجلسات', 'قول']","['  درخواست استیضاح وزیر آموزش و پرورش', '  درخواست استیضاح وزیر آموزش و پرورش', '  درخواست استیضاح وزیر آموزش و پرورش']"
71,70,20,70_اولویت_قرار_گرفتن_واکسیناسیون,"['اولویت', 'قرار', 'گرفتن', 'واکسیناسیون', 'واکسن', 'دریافت', 'قرارگرفتن', 'کووید۱۹', 'کرونا', 'در']","['  درخواست در اولویت قرار گرفتن کودکان کار برای واکسیناسیون کرونا', '  درخواست در اولویت قرار گرفتن معلمان برای دریافت واکسن', '  درخواست در اولویت قرار گرفتن واکسیناسیون جوانان']"
72,71,19,71_فرهنگ_ارشاد_دستی_میراث,"['فرهنگ', 'ارشاد', 'دستی', 'میراث', 'گردشگری', 'صنایع', 'فرهنگی', 'اسلامی', 'وزارت', 'کل']","['  درخواست رسیدگی به مطالبات کارکنان فرهنگ و ارشاد اسلامی', '  درخواست افزایش بودجه وزارت فرهنگ و ارشاد اسلامی', '  درخواست همسان\u200cسازی و افزایش حقوق کارکنان وزارت فرهنگ و ارشاد اسلامی']"
73,72,18,72_مخالفت_با_سن_سبزها,"['مخالفت', 'با', 'سن', 'سبزها', 'تحریم', 'بازنشستگی', 'کارنامه', 'امارت', 'نستعلیق', 'غارها']","['  اعتراض و مخالفت با افزایش سن بازنشستگی', '  اعتراض و مخالفت با افزایش سن بازنشستگی', '  اعتراض و مخالفت با افزایش سن بازنشستگی']"
74,73,17,73_عامل_مدیر_صندوق_تأمین,"['عامل', 'مدیر', 'صندوق', 'تأمین', 'عزل', 'مدیره', 'اجتماعی', 'هیئت', 'ملت', 'کشوری']","['  درخواست انتخاب مدیر عامل سازمان تأمین اجتماعی', '  درخواست عزل مدیر عامل سازمان تأمین اجتماعی کشور', '  درخواست عزل مدیر عامل صندوق بازنشستگی کشوری']"
75,74,17,74_انحلال_شورای_شهر_اسلامی,"['انحلال', 'شورای', 'شهر', 'اسلامی', 'شهردار', 'آبادان', 'شواری', 'میشی', 'گلزار', 'کهریزک']","['  درخواست انحلال شورای اسلامی شهر بندرعباس', '  درخواست انحلال شورای شهر آبادان', '  درخواست انحلال شورای اسلامی شهر آبادان']"
76,75,17,75_رایگان_اینترنت_بسته_آموزان,"['رایگان', 'اینترنت', 'بسته', 'آموزان', 'اختصاص', 'دانش', 'دانشجویی', 'ارائه', 'نیمسال', 'اعطای']","['  درخواست اعطای بسته\u200cهای اینترنت رایگان به دانش\u200cآموزان', '  مطالبه اینترنت رایگان برای دانش\u200cآموزان', '  درخواست اختصاص اینترنت رایگان به دانشجویان']"
77,76,17,76_بیمه_تکمیلی_دانا_سازان,"['بیمه', 'تکمیلی', 'دانا', 'سازان', 'آتیه', 'فرهنگیان', 'کارآمد', 'حافظ', 'تغییر', 'دربیمه']","['  اعتراض به عدم پرداخت خسارت به فرهنگیان توسط بیمه تکمیلی دانا', '  درخواست تغییر بیمه آتیه\u200cسازان به بیمه\u200cی کارآمد', '  درخواست حذف بیمه تکمیلی فرهنگیان با بیمه دانا']"
78,77,16,77_مالباختگان_پرونده_شکایات_رسیدگی,"['مالباختگان', 'پرونده', 'شکایات', 'رسیدگی', 'شرکت', 'کلاهبرداری', 'موبایل', 'zns', 'کثیرالشاکی', 'امانت']","['  درخواست رسیدگی به پرونده مالباختگان در سایت کلمبوستیک', '  درخواست رسیدگی به پرونده مالباختگان سیمان خرم\u200cآباد', '  درخواست رسیدگی به وضعیت مالباختگان شرکت عمران ایرانیان']"
79,78,15,78_گواهینامه_موتورسیکلت_موتور_صدور,"['گواهینامه', 'موتورسیکلت', 'موتور', 'صدور', 'سیکلت', 'بانوان', 'کارت', 'کلاسیک', 'رانندگی', 'زنان']","['  درخواست صدور گواهینامه موتور سیکلت برای بانوان', '  درخواست صدور گواهینامه موتور سیکلت برای بانوان', '  درخواست صدور گواهینامه موتورسیکلت برای بانوان']"
80,79,15,79_درصد_جانبازان_۲۵_زیر,"['درصد', 'جانبازان', '۲۵', 'زیر', '۵۰', 'بالای', 'مزایای', '۲۵درصد', 'فرزندان', 'جانباز']","['  درخواست همسان\u200cسازی مزایای جانبازان زیر ۲۵ درصد با بالای ۲۵ درصد', '  درخواست توجه به حقوق جانبازان زیر ۲۵ درصد', '  درخواست همسان\u200cسازی مزایای جانبازان زیر ۲۵ درصد با جانبازان بالای ۲۵ درصد']"
81,80,15,80_سختی_کار_رانندگان_تاکسی,"['سختی', 'کار', 'رانندگان', 'تاکسی', 'برون', 'شهری', 'کامیون', 'اعطای', 'درنظرگرفتن', 'متأهل']","['  درخواست اعمال سختی کار برای رانندگان کامیون', '  درخواست در نظر گرفتن سختی کار رانندگان تاکسی', '  درخواست اعطای سختی کار به رانندگان تاکسی']"
82,81,14,81_ویروس_کرونا_شیوع_مقابله,"['ویروس', 'کرونا', 'شیوع', 'مقابله', 'تعطیلی', 'بحران', 'بیماری', 'کنترل', 'سفرهای', 'نوروزی']","['  درخواست توجه به جایگاه بهداشت در کنترل ویروس کرونا', '  درخواست تعطیلی دانشگاه\u200cها برای جلوگیری از گسترش ویروس کرونا', '  مطالبه تعطیلی تهران جهت کنترل شیوع ویروس کرونا']"
83,82,14,82_حمل_نظارت_دوچرخه_بر,"['حمل', 'نظارت', 'دوچرخه', 'بر', 'کنترل', 'نقل', 'اتوبوسرانی', 'شهری', 'اینترنتی', 'تاکسی']","['  درخواست کنترل و نظارت بر بارهای حمل یکسره برون مرزی و ترانشیپمنت', '  درخواست نظارت دقیق بر حمل\u200cونقل عمومی و اتوبوسرانی شیراز', '  درخواست ایجاد امکان استفاده دوچرخه\u200cسواران از وسایل حمل و نقل عمومی']"
84,83,14,83_اینترنتی_تاکسی_کرایه_رانندگان,"['اینترنتی', 'تاکسی', 'کرایه', 'رانندگان', 'اسنپ', 'تپسی', 'کمیسیون', 'افزایش', 'نرخ', 'عید']","['  درخواست افزایش کرایه تاکسی\u200cهای اینترنتی', '  درخواست افزایش کرایه تاکسی\u200cهای اینترنتی', '  درخواست افزایش کرایه تاکسی\u200cهای اینترنتی']"
85,84,13,84_خط_اتوبوس_میدان_اندازی,"['خط', 'اتوبوس', 'میدان', 'اندازی', 'متروی', 'قطار', 'مترو', 'نوبنیاد', 'راه', 'فقدان']","['  درخواست احداث و راه\u200cاندازی خط متروی تهران-ورامین', '  درخواست برقراری مجدد خط اتوبوس میدان نوبنیاد به میدان هفتم تیر', '  درخواست راه اندازی و احیای مجدد خط اتوبوس های باغستان کرج به میدان آزادی']"
86,85,13,85_تفحص_تحقیق_گزارش_درخصوص,"['تفحص', 'تحقیق', 'گزارش', 'درخصوص', 'سازمان', '۴۷۲', 'غیرطبیعی', 'نیمایی', 'بورس', 'میلیارد']","['  درخواست تحقیق و تفحص از شرکت\u200cهای ایران\u200cخودرو و سایپا', '  درخواست تحقیق و تفحص از فولاد خوزستان', '  درخواست تحقیق و تفحص از شرکت ملی پست']"
87,86,13,86_ناظرین_کشاورزی_طرح_استخدام,"['ناظرین', 'کشاورزی', 'طرح', 'استخدام', 'پزشک', 'مهندسین', 'کارشناسان', 'تولیدکننده', 'کارجویان', 'دیمزارها']","['  درخواست کارشناسان طرح جهش تولید در دیمزارها جهت استخدام در طرح ناظرین کشاورزی', '  درخواست اعضای بسیج مهندسین جهت استخدام در طرح ناظرین کشاورزی', '  درخواست اعضای بسیجی طرح هوشمندسازی کشاورزی جهت استخدام در طرح ناظرین کشاورزی']"
88,87,12,87_شماره_مورخ_بخشنامه_۰۵,"['شماره', 'مورخ', 'بخشنامه', '۰۵', '۱۲', '۳۰۶۱', 'مورخه', '۷۹۵۳۴', '۰۶', 'رساله']","['  درخواست لغو بخشنامه ۱۰/۷۹۵۳۴ مورخ ۹۸/۱۲/۷ با موضوع دفاع از رساله دکتری تخصصی دانشجویان دانشگاه آزاد', '  اعتراض به بخشنامه جدیدالصدور به شماره ۷۹۵۳۴/۱۰ مورخه ۹۸/۱۲/۰۷ در خصوص دفاع از رساله دکتری', '  درخواست اعمال ماده ۹۲ «قانون دیوان عدالت اداری» در خصوص بخشنامه شماره ۳۰۶۱ مورخ ۱۴۰۳/۰۵/۰۳ معاون آموزشی وزارت بهداشت']"
89,88,12,88_دوازدهم_یازدهم_دهم_پایه,"['دوازدهم', 'یازدهم', 'دهم', 'پایه', 'نهایی', 'امتحانات', 'نهم', 'شنیداری', 'فرجه', 'جبرانی']","['  درخواست لغو برگزاری امتحانات نهایی دهم و یازدهم', '  درخواست حذف بخش شنیداری آزمون\u200cهای نهایی زبان انگلیسی پایه\u200cهای دهم، یازدهم و دوازدهم', '  درخواست حذف امتحانات نهایی پایه دهم، یازدهم و دوازدهم']"
90,89,12,89_شهردار_وزیر_مردم_شفافیتی,"['شهردار', 'وزیر', 'مردم', 'شفافیتی', 'جبالبارز', 'سروستان', 'شورایاران', 'افکار', 'شبهات', 'کنگان']","['  درخواست حمایت از شهردار رونیز استان فارس', '  مطالبه مردم گنبد کاووس و شرق استان گلستان از وزیر بهداشت', '  درخواست از شهرداری و شورای شهر جبالبارز برای پاسخگویی به شبهات افکار عمومی']"
91,90,12,90_معدن_سرب_فعالیت_روی,"['معدن', 'سرب', 'فعالیت', 'روی', 'مروان', 'کامو', 'تعطیلی', 'قنات', 'کارخانه', 'توقف']","['  درخواست توقف فعالیت معدن سرب و روی نمارستاق', '  درخواست تعطیلی معدن سرب و روی قنات مروان', '  درخواست تعطیلی معدن سرب و روی قنات مروان']"
92,91,12,91_جانبازان_خانواده_شهدا_ایثارگران,"['جانبازان', 'خانواده', 'شهدا', 'ایثارگران', 'آزادگان', 'برادران', 'خواهران', 'هایشان', 'عموم', '۲۱']","['  درخواست تبدیل وضعیت خواهران و برادران جانبازان و ایثارگران و اصلاح ماده ۲۱', '  شکایت جانبازان، آزادگان، رزمندگان و خانواده شهدا از بیمه دی', '  درخواست احقاق حق و حقوق و مزایا و سنوات عموم ایثارگران، آزادگان، جانبازان، خانواده\u200cهایشان و خانواده\u200cهای معزز شهدا']"
93,92,12,92_وحش_باغ_تعطیلی_آکواریوم,"['وحش', 'باغ', 'تعطیلی', 'آکواریوم', 'اردوگاه', 'صفه', 'فریدونکنار', 'ید', 'ارم', 'بابلسر']","['  درخواست تعطیلی باغ وحش سیرجان', '  تقاضای تعطیلی تمامی باغ وحش\u200cهای کشور', '  کمپین درخواست تعطیلی باغ وحش\u200cهای کشور']"
94,93,12,93_بنیاد_ایثارگران_امور_شهید,"['بنیاد', 'ایثارگران', 'امور', 'شهید', 'ریاست', 'انتصاب', 'آقای', 'رضا', 'دراجرای', 'ریاحی']","['  درخواست انتصاب \xa0جناب آقای دکتر رضا اصلاحی  برای ریاست بنیاد شهید و امور ایثارگران', '  درخواست برکناری ریاست کل بنیاد شهید و امور ایثارگران و ریاست فراکسیون ایثارگران', '  درخواست انتخاب شایسته ریاست بنیاد شهید و امور ایثارگران']"
95,94,12,94_موعد_بازنشستگی_پیش_فرزند,"['موعد', 'بازنشستگی', 'پیش', 'فرزند', 'موعود', 'دارای', 'زود', 'زودتر', 'بیماران', 'معلول']","['  درخواست ایجاد امکان بازنشستگی پیش از موعد برای کارکنان دولت', '  درخواست بازنشستگی پیش از موعد کارکنان بانک\u200cها', '  درخواست بازنشستگی پیش از موعد کارمندان دولت']"
96,95,12,95_عادل_فردوسی_پور_بازگشت,"['عادل', 'فردوسی', 'پور', 'بازگشت', 'برنامه', 'نود', 'تلویزیون', 'فوتبالی', '۲۰۲۲', 'جام']","['  درخواست از صدا و سیما برای بازگشت عادل فردوسی\u200cپور به برنامه نود', '  درخواست بازگشت عادل فردوسی پور و پخش مجدد برنامه نود', '  درخواست بازگشت عادل فردوسی\u200cپور و برنامه نود به تلویزیون']"
97,96,11,96_اولاد_عائله_مندی_حق,"['اولاد', 'عائله', 'مندی', 'حق', 'شاغل', 'فرزند', 'زنان', 'بازنشسته', 'فرزندان', 'برقراری']","['  درخواست برقراری کمک\u200cهزینه عائله\u200cمندی و حق اولاد برای زنان شاغل و بازنشسته بخش دولتی', '  درخواست پرداخت حق عائله\u200cمندی و حق اولاد به بانوان شاغل در بخش\u200cهای دولتی', '  درخواست برقراری حق عائله\u200cمندی و\u200cحق اولاد برای بانوان شاغل و بازنشسته شهرداری تهران']"
98,97,11,97_مجلس_نمایندگان_شورای_آرای,"['مجلس', 'نمایندگان', 'شورای', 'آرای', 'اسلامی', 'شفافیت', 'شفاف', 'تصویب', 'صیانت', 'افشا']","['  درخواست تصویب و اجرای قانون شفافیت آرای نمایندگان مجلس', '  مطالبه علنی و شفاف شدن آرای نمایندگان مجلس شورای اسلامی', '  درخواست تصویب شفافیت آرای نمایندگان مجلس شورای اسلامی']"
99,98,11,98_جبهه_داوطلبانه_جانبازی_رزمندگان,"['جبهه', 'داوطلبانه', 'جانبازی', 'رزمندگان', 'هرماه', 'حضور', 'درصد', 'ایثارگری', 'کلیه', '۵۹۸']","['  درخواست احتساب بخشی از مدت حضور کارکنان دولت در جبهه به\u200cعنوان داوطلبانه به\u200cمنظور بهره\u200cمندی از امتیازات ایثارگری', '  درخواست اختصاص درصد جانبازی بسیجیان به ازای هرماه حضور داوطلبانه در جبهه', '  درخواست اعمال درصد جانبازی به ازاء هرماه حضور در جبهه به کلیه\u200cی رزمندگان']"
