,Topic,Count,Name,Representation,Representative_Docs
43,42,47,42_اسلامیبا_قالیبافرئیس_ایرانجناب_رئیسیرئیس,"['اسلامیبا', 'قالیبافرئیس', 'ایرانجناب', 'رئیسیرئیس', 'جمهوری', 'اسلامی', 'مجلس', 'شورای', 'سلامطب', 'سلامبات']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیبا سلام و ', ' جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیبا سلام و', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانجناب آقای قالیبافرئیس محترم مجلس شورای اسلامیبا سلام با']"
44,43,47,43_نماینده_مردم_فقیه_استاندار,"['نماینده', 'مردم', 'فقیه', 'استاندار', 'در', 'ولی', 'استان', 'مرودشت', 'فرماندار', 'شهرستان']","['وزیر محترم راه و شهرسازی نماینده محترم ولی فقیه در استان هرمزگانمجمع نمایندگان استان هرمزگاناستاندار', 'بسمه تعالی استاندار محترم فارس نماینده محترم مردم مرودشت در مجلس فرماندار محترم شهرستان مرودشت بخشدا', 'نماینده محترم ولی فقیه در استان اردبیل سرپرست محترم وزارت آموزش و پروش مجمع نمایندگان محترم استان ار']"
45,44,47,44_ایرانبا_رئیسیرئیس_جمهوری_اخباری,"['ایرانبا', 'رئیسیرئیس', 'جمهوری', 'اخباری', 'ایران', 'رئیسیریاست', 'اسلامی', 'جانبان', 'رئیسی', 'دریافت']","['جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلام از ابتدای سال جاری اخباری مبتنی بر انتشار دفترچ', 'جناب آقای رئیسیرئیس محترم جمهوری اسلامی ایرانبا سلاماین روزها اخباری مبنی بر ممنوعیت واردات آیفون من', 'جناب آقای رئیسی ریاست محترم جمهوری اسلامی ایرانبا سلام و احتراممتاسفانه اخیراً اخباری تاییدشده مبنی ']"
46,45,45,45_روحانیریاست_اسل_ایرانجناب_حسن,"['روحانیریاست', 'اسل', 'ایرانجناب', 'حسن', 'قالیبافریاست', 'محمدباقر', 'جمهوری', 'دکتر', 'روحانیرئیس', 'اسلامی']","['جناب آقای دکتر حسن روحانیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر قالیبافریاست محترم م', 'جناب آقای دکتر حسن روحانیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر قالیبافریاست محترم م', 'جناب آقای دکتر حسن روحانیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر قالیبافریاست محترم م']"
47,46,45,46_نماینده_مردم_شهرستان_در,"['نماینده', 'مردم', 'شهرستان', 'در', 'شریف', 'مجلس', 'لنجان', 'شورای', 'اسلامیجناب', 'پولادی']","['جناب آقای آذری نماینده محترم مردم شهرستان قوچان در مجلس شورای اسلامی .با سلام و احترام؛ نظر به اینکه', 'بسمه تعالی جناب آقای دکتر پولادی نماینده محترم مردم لنجان در مجلس شورای اسلامی با عرض سلام و تقدیم ا', 'به نام خدا نماینده محترم شهرستان شاهین شهر در مجلس شورای اسلامی جناب آقای حاجی با سلام احتراماً به ا']"
48,47,44,47_آموزش_پرورش_پرورشنمایندگان_پرورشبا,"['آموزش', 'پرورش', 'پرورشنمایندگان', 'پرورشبا', 'ایرانوزیر', 'نوری', 'کمیسیون', 'میرزایی', 'مجلسبا', 'پرورشرییس']","['بسمه تعالی جناب آقای حاجی میرزایی، وزیر محترم آموزش و پرورشنمایندگان محترم مجلس شورای اسلامی با سلام', 'ریاست محترم جمهوری اسلامی جناب آقای پزشکیان وزیر محترم آموزش و پرورش نمایندگان محترم مجلس با سلام؛ ا', 'جناب آقای دکتر یوسف نوری\u200cوزیر\u200c محترم آموزش و پرورش نمایندگان محترم مجلس شورای اسلامی با\u200cسلام، احترام']"
49,48,44,48_صلوات_آل_محمد_بر,"['صلوات', 'آل', 'محمد', 'بر', 'عجل', 'الر', 'فرجهم', 'عج', 'محم', 'بسم']","['بسم الله الرحمن الرحیم رئیس و اعضای محترم شورای شهر تهران سلام علیکم؛ با صلوات بر محمد و آل محمد (ص)', 'حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم قوه قضائیه با سلام و صلوات بر محمد و آل محمد (ص)،', 'بسمه تعالی ریاست محترم جمهوری اسلامی ایران با سلام و صلوات بر محمد و آل محمد (ص) و با احترام، به است']"
50,49,43,49_قالیباف_جمهورجناب_اسلامیجناب_محترمجناب,"['قالیباف', 'جمهورجناب', 'اسلامیجناب', 'محترمجناب', 'رئیسی', 'مجلسجناب', 'روحانیرئیس', 'جمهوریجناب', 'آقا', 'ریاست']","['رئیس محترم جمهورجناب آقای رئیسی ریاست محترم مجلس شورای اسلامیجناب آقای قالیباف سلام علیکم احتراما به', 'بسمه تعالی رئیس محترم جمهورجناب آقای رئیسی رئیس محترم مجلس شورای اسلامیجناب آقای قالیباف نمایندگان م', 'بسمه تعالی رئیس محترم جمهورجناب آقای دکتر رئیسی رئیس محترم مجلس شورای اسلامیجناب آقای دکتر قالیباف س']"
51,50,41,50_منطقه_شهروندان_سلامما_شهرک,"['منطقه', 'شهروندان', 'سلامما', 'شهرک', 'شهردار', 'خوزستان', 'خیابان', 'تهران', 'محله', 'ساری']","['شهردار محترم منطقه پنج کلانشهر تهران (مرتبط با شهرک مسکونی اکباتان) درود و عرض ادب،احتراما چندین سال', 'شهردار محترم منطقه ۶ تهران با سلام و احترام؛ احتراما، ما، ساکنان محله یوسف\u200cآباد، خیابان اکبری، درخوا', 'جناب آقای زاکانیشهردار محترم تهرانبا سلامما مردم ساکن منطقه ۲۱ و شهرک شهرداری و چندین شهرک مسکونی دی']"
52,51,41,51_در_خصوص_پی_تبریز,"['در', 'خصوص', 'پی', 'تبریز', 'فرمانداری', 'اپتومتری', 'مرتفع', 'مشکلات', 'شهردار', 'بانک']","['بسمه تعالی شهرداری و فرمانداری محترم پردیس پیرو مراجعه پی در پی به شرکت عمران و شهرداری و فرمانداری ', 'بسمه تعالی استاندار محترم خراسان رضوی جناب آقای نظری سلام در خصوص مرتفع شدن مشکلات مردم شهر زیبای گل', 'بسمه تعالی استاندار محترم خراسان رضوی با سلام؛ در خصوص مرتفع شدن مشکلات مردم دهستان صید آباد واقع در']"
53,52,39,52_بهداشت_درمان_پزشکیریاست_پزشکیبا,"['بهداشت', 'درمان', 'پزشکیریاست', 'پزشکیبا', 'آموزش', 'پزشکی', 'اسلامیوزیر', 'کمیسیون', 'ایرانوزیر', 'پزشکیرئیس']","['ریاست محترم جمهوری اسلامی ایران ریاست محترم مجلس شورای اسلامی وزیر محترم بهداشت، درمان و آموزش پزشکی', 'وزیر محترم بهداشت، درمان و آموزش پزشکی رئیس محترم کمیسیون بهداشت و درمان مجلس شورای اسلامی ضمن عرض س', 'رئیس محترم جمهور وزیر محترم بهداشت، درمان و آموزش پزشکی رئیس محترم کمیسیون بهداشت و درمان مجلس شورای']"
54,53,39,53_مهندسی_نظام_ساختمان_مهندس,"['مهندسی', 'نظام', 'ساختمان', 'مهندس', 'آذربایجان', 'استان', 'سازمان', 'شرقی', 'خرمرئیس', 'طوماریریاست']","['ریاست محترم سازمان نظام مهندسی ساختمان استان اصفهان ضمن عرض سلام و تحیت، به استحضار می\u200cرساند مدتی اس', 'جناب آقای مهندس خرمرئیس محترم سازمان نظام مهندسی کشور با سلامما به نمایندگی از جامعه مهندسی کشور این', 'اعضای محترم نظام مهندسی ساختمان استان آذربایجان شرقی با سلام احتراماً به اطلاع می\u200cرساند با توجه به ش']"
55,54,38,54_صدا_سیما_سیمای_جبلیریاست,"['صدا', 'سیما', 'سیمای', 'جبلیریاست', 'صداوسیمای', 'عسگریریاست', 'پیمان', 'جبلی', 'جبلیرئیس', 'عبدالعلی']","['رئیس محترم سازمان صدا و سیما سلام؛ خواهشمندیم صدا و سیما از آقای مخبر و دیگر وزرای دولت شهید رئیسی د', 'جناب آقای دکتر جبلیریاست محترم سازمان صدا و سیما با سلام تعداد زیادی از دانشجویان بورسیه دانشکده صدا', 'بسم الله الرحمن الرحیم رئیس محترم سازمان صدا و سیما سلام؛ ما نیروهای شرکتی سازمان صدا و سیما که چندی']"
56,55,38,55_زیستجناب_حفاظت_سلاجقهرئیس_محیط,"['زیستجناب', 'حفاظت', 'سلاجقهرئیس', 'محیط', 'نژادوزیر', 'نیروجناب', 'کشاورزیجناب', 'ساداتی', 'جهاد', 'کلانتریریاست']","['جناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستجناب آقای دکتر ساداتی\u200cنژادوزیر محترم جهاد کشاو', 'جناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستجناب آقای دکتر زاکانیشهردار محترم تهران با سلا', 'جناب آقای دکتر سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستجناب آقای دکتر محرابیانوزیر محترم نیرو با سلام']"
57,56,38,56_کمیسیون_ولی_نصرالله_اصل,"['کمیسیون', 'ولی', 'نصرالله', 'اصل', 'نود', 'اجتماعی', 'اسماعیلیریاست', 'امیرآبادی', 'کمسیون', 'پژمانفر']","['بسم الله الرحمن الرحیم جناب آقای نصرالله پژمانفرریاست محترم کمسیون اصل نود مجلس شورای اسلامیاعضای مح', 'جناب حجت اسلام نصرالله پژمانفر ریاست محترم کمیسیون اصل نود مجلس شورای اسلامی با سلام احتراما به استح', 'بسم الله الرحمن الرحیم حجت الاسلام والمسلمین نصرالله پژمانفرریاست محترم کمیسیون اصل ۹۰ مجلس شورای اس']"
58,57,37,57_دیوان_عدالت_الاسلام_حجت,"['دیوان', 'عدالت', 'الاسلام', 'حجت', 'والمسلمین', 'مصدقریاست', 'حاج', 'اداری', 'مظفری', 'ائمه']","['حجت الاسلام والمسلمین محمد مصدقریاست محترم دیوان عدالت اداری با سلاماحتراماً به استحضار می\u200cرساند اخی', 'حجت الاسلام والمسلمین محمد مصدقریاست محترم دیوان عدالت اداریحجت الاسلام والمسلمین حسن درویشیانریاست ', 'باسمه تعالی جناب حجت الاسلام والمسلمین محمد مصدقریاست محترم دیوان عدالت اداری با سلام و احترامبا توج']"
59,58,37,58_علیه_کنید_ال_بخشد,"['علیه', 'کنید', 'ال', 'بخشد', 'همانا', 'عدل', 'دوست', 'مرا', 'سطین', 'سط']","['باسمه تعالی «وَ أَقْسطُوا إِنَّ اللَّهَ یُحِبُّ الْمُقْسطین\u200f»(مطابق عدل عمل کنید، همانا خداوند دوست ', 'باسمه تعالی «وَ أَقْسطُوا إِنَّ اللَّهَ یُحِبُّ الْمُقْسطین\u200f»(مطابق عدل عمل کنید، همانا خداوند دوست ', 'باسمه تعالی «وَ أَقْسطُوا إِنَّ اللَّهَ یُحِبُّ الْمُقْسطین\u200f»مطابق عدل عمل کنید، همانا خداوند دوست م']"
60,59,37,59_میراث_گردشگری_صنایع_دستیجناب,"['میراث', 'گردشگری', 'صنایع', 'دستیجناب', 'فرهنگی', 'ضرغامیوزیر', 'مونسانوزیر', 'دستی', 'گردشگریجناب', 'اصغر']","['جناب آقای ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستیجناب آقای قاسمیوزیر محترم راه و شهرسازی', 'بسمه تعالی  جناب آقای دکتر سید عزت الله ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستیجناب آقای', 'جناب آقای ضرغامیوزیر محترم میراث فرهنگی، گردشگری و صنایع دستیجناب آقای دکتر سلاجقهرئیس محترم سازمان ']"
61,60,36,60_اسلامیجناب_تحقیقات_گلوزیر_زلفی,"['اسلامیجناب', 'تحقیقات', 'گلوزیر', 'زلفی', 'کروناجناب', 'مبارزه', 'علوم', 'نمکیوزیر', 'بهداشت', 'قالیبافریاست']","['جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و ف', 'جناب آقای رئیسیرئیس محترم ستاد مبارزه با ویروس کروناجناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و', 'جناب آقای دکتر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای دکتر زلفی\u200cگلوزیر محترم علوم، تحقیقات و ']"
62,61,36,61_سیزدهم_منتخب_ابراهیم_دولت,"['سیزدهم', 'منتخب', 'ابراهیم', 'دولت', 'سید', 'رئیسیرئیس', 'والمسلمین', 'حجت', 'الاسلام', 'جمهور']","['باسمه تعالی جناب حجت الاسلام والمسلمین سید ابراهیم رئیسیرئیس\u200cجمهور منتخب دولت سیزدهم با سلامبا توجه ', 'باسمه تعالی حجت الاسلام والمسلمین جناب آقای سید ابراهیم رئیسیرئیس\u200cجمهور منتخب دولت سیزدهم سلام علیکم', 'بسمه تعالی جناب حجت الاسلام والمسلمین سید ابراهیم رئیسیرئیس\u200cجمهور منتخب دولت سیزدهم با سلام و احترام']"
63,62,35,62_معظم_رهبر_مقام_رهبری,"['معظم', 'رهبر', 'مقام', 'رهبری', 'انقلاب', 'دفتر', 'علیکم', 'فرمایشات', 'جانبازان', 'شهدا']","['رئيس محترم دفتر مقام معظم رهبری سلام علیکم احتراما به استحضار می\u200cرساند، همان\u200cگونه که مستحضرید آب که ', 'رهبر معظم انقلاب سلام علیکم؛ احتراما به استحضار می\u200cرساند امضاکنندگان ذیل جمعی از خانواده معظم شهدا، ', 'بسم تعالی رئیس محترم دفتر مقام معظم رهبری وزیر محترم کشور سلام علیکم احتراما""به استحضار می\u200cرسانیم که']"
64,63,35,63_خامنه_العظمی_آیت_حضرت,"['خامنه', 'العظمی', 'آیت', 'حضرت', 'معظم', 'ایرهبر', 'العالی', 'انقلاب', 'الله', 'رهبر']","['حضرت آیت الله العظمی سید علی خامنه\u200cایرهبر معظم انقلاب اسلامی و فرمانده محترم کل قوا با سلام و عرض اد', 'بسمه تعالی محضر مبارک حضرت آیت\u200cالله\u200cالعظمی خامنه\u200cایرهبر معظم انقلاب اسلامی ایران با سلام و احترامدر ', 'باسمه\u200cتعالی محضر مبارک مقام معظم رهبری،حضرت آیت\u200cالله العظمی خامنه\u200cای (مدّ ظله\u200cالعالی)با سلام و تحیات']"
65,64,35,64_کمیسیون_اسلامیجناب_باباییرئیس_تلفیق,"['کمیسیون', 'اسلامیجناب', 'باباییرئیس', 'تلفیق', 'اسماعیلیرئیس', 'مهدی', 'قالیبافرئیس', 'اجتماعی', 'بودجه', 'زادهریاست']","['جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی مجلس شورای', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای حاجی\u200cباباییرئیس محترم کمیسیون برنامه، بودجه و', 'جناب آقای قالیبافرئیس محترم مجلس شورای اسلامیجناب آقای حاجی\u200cباباییرئیس محترم کمیسیون برنامه، بودجه و']"
66,65,35,65_الرحیم_الرحمن_بسم_الله,"['الرحیم', 'الرحمن', 'بسم', 'الله', 'دانشگاه', 'آزاد', 'دوستار', 'پویا', 'نور', 'الرحمان']","['بسم الله الرحمن الرحیم جناب آقای دکتر طهرانچیریاست محترم دانشگاه آزاد اسلامی با سلامما دانشجویان دان', 'بسم الله الرحمن الرحیم جناب آقای دکتر طهرانچیریاست محترم دانشگاه آزاد اسلامی با سلامهمانگونه که مستح', 'بسم الله الرحمن الرحیم ریاست محترم دانشگاه آزاد اسلامی،جناب آقای دکتر طهرانچی؛ با سلام همانگونه که م']"
67,66,34,66_زیستریاست_محیط_فراکسیون_زیست,"['زیستریاست', 'محیط', 'فراکسیون', 'زیست', 'حفاظت', 'اسلامیاستاندار', 'اسلامیبا', 'سازمان', 'اسلامیریاست', 'مجلس']","['ریاست محترم سازمان حفاظت محیط\u200cزیستریاست محترم فراکسیون محیط\u200cزیست مجلس شورای اسلامیبا سلامدرخواست می\u200c', 'ریاست محترم سازمان حفاظت محیط\u200cزیستریاست محترم فراکسیون محیط\u200cزیست مجلس شورای اسلامیوزیر محترم صمت با ', 'ریاست محترم سازمان حفاظت محیط\u200cزیستریاست محترم فراکسیون محیط\u200cزیست مجلس شورای اسلامیبا سلاماحتراماً به']"
68,67,34,67_اجتماعیجناب_عبدالملکیوزیر_تعاون_رفاه,"['اجتماعیجناب', 'عبدالملکیوزیر', 'تعاون', 'رفاه', 'کار', 'اسماعیلیرئیس', 'اجت', 'نیامعاون', 'شریعتمداریوزیر', 'کمیسیون']","['جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی ', 'جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی ', 'جناب آقای عبدالملکیوزیر محترم تعاون، کار و رفاه اجتماعیجناب آقای اسماعیلیرئیس محترم کمیسیون اجتماعی ']"
69,68,32,68_قالیبا_ابراهیم_سید_والمسلمین,"['قالیبا', 'ابراهیم', 'سید', 'والمسلمین', 'سیزدهمجناب', 'حجت', 'الاسلام', 'محمدباقر', 'رئیسیریاست', 'ایرانجناب']","['جناب حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر ق', 'جناب حجت الاسلام والمسلمین سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای دکتر محمدباقر ق', 'حجت الاسلام والمسلمین جناب آقای سید ابراهیم رئیسیریاست محترم جمهوری اسلامی ایرانجناب آقای محمدباقر ق']"
70,69,32,69_محمدباقر_قالیبافریاست_اسلامیجناب_امیرآبادی,"['محمدباقر', 'قالیبافریاست', 'اسلامیجناب', 'امیرآبادی', 'فراهانیریاست', 'مهدی', 'لطیفیمعاون', 'مجلس', 'شورای', 'کمیس']","['باسمه تعالی جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای محسن حاجی\u200cمیرزاییوزیر م', 'باسمه تعالی جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای محسن حاجی\u200cمیرزاییوزیر م', 'باسمه تعالی جناب آقای محمدباقر قالیبافریاست محترم مجلس شورای اسلامیجناب آقای محسن حاجی\u200cمیرزاییوزیر م']"
71,70,30,70_اسلامینمایندگان_قالیباف_مجلس_شورای,"['اسلامینمایندگان', 'قالیباف', 'مجلس', 'شورای', 'قالیبافرئیس', 'محترمنمایندگان', 'اسلامی', 'سلامرانندگان', 'سلامرانند', 'ایرانج']","['جناب آقای قالیباف رئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس با سلاماینجانبان امضاکنندگان این ', 'جناب آقای قالیباف رئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس شورای اسلامی سلام درخواست ما امضا', 'جناب آقای دکتر قالیبافرئیس محترم مجلس شورای اسلامینمایندگان محترم مجلس جمهوری اسلامی ایران با سلام ا']"
72,71,30,71_زیستسرکار_محیط_خانم_فراکسیون,"['زیستسرکار', 'محیط', 'خانم', 'فراکسیون', 'رفیعیریاست', 'حفاظت', 'سلاجقهرئیس', 'زیست', 'رفیعیرئیس', 'سمیه']","['جناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستسرکار خانم رفیعیریاست محترم فراکسیون محیط زیست مجلس', 'جناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستسرکار خانم رفیعیریاست محترم فراکسیون محیط زیست مجلس', 'جناب آقای سلاجقهرئیس محترم سازمان حفاظت محیط\u200cزیستسرکار خانم رفیعیریاست محترم فراکسیون محیط زیست مجلس']"
73,72,30,72_فرهنگ_ارشاد_اسماعیلیوزیر_صالحیوزیر,"['فرهنگ', 'ارشاد', 'اسماعیلیوزیر', 'صالحیوزیر', 'طرفدار', 'طرف', 'تی', 'عباس', 'اسماعیلی', 'رپ']","['بسمه تعالی وزیر محترم فرهنگ و ارشاد اسلامیبا سلاماین کارزار از طرف میلیون\u200cها طرفدار گروه بی\u200cتی\u200cاس در', 'جناب آقای اسماعیلیوزیر محترم فرهنگ و ارشاد اسلامی با اهدای سلام و احترام مطالبه\u200cگری کارکنان فرهنگ و ', 'وزیر محترم فرهنگ و ارشاد اسلامی مدیرکل محترم فرهنگ و ارشاد اسلامی قزوین با سلام این کارزار از طرف می']"
74,73,30,73_معدن_تجارت_صنعت_فاطمی,"['معدن', 'تجارت', 'صنعت', 'فاطمی', 'امینوزیر', 'حسینیوزیر', 'رزم', 'تجارتبا', 'علیرضا', 'سلاماحتراما']","['جناب آقای فاطمی امینوزیر محترم صنعت و معدن و تجارت ایران با سلامهمان\u200cطور که مستحضر هستید در دو سال ا', 'جناب آقای علیرضا رزم حسینیوزیر محترم صنعت، معدن و تجارت با سلاماحتراماً به استحضار می\u200cرساند مردم سخت', 'جناب آقای فاطمی امینوزیر محترم صنعت، معدن و تجارت با سلاماحتراما همان طور که می\u200cدانید، بخش معدن و صن']"
75,74,29,74_اینکه_توجه_تپسی_اسنپ,"['اینکه', 'توجه', 'تپسی', 'اسنپ', 'افزایش', 'نرخ', 'رانندگان', 'پیشخوان', 'مدیرعامل', 'احترامبا']","['مدیران محترم اسنپ و تپسی با سلام و احترام به منظور حفظ امنیت مسافرین خود خواهشمندیم از استخدام مهاجر', 'آقای خلج قاسم\u200cآبادیمدیرعامل محترم اسنپ آقای منشی پورمدیرعامل محترم تپسی با سلام با توجه به افزایش تو', 'ریاست محترم مجلسمدیران محترم اسنپ و تپسی با سلام و وقت بخیرباتوجه به اینکه هیچ حمایتی از رانندگان اس']"
76,75,29,75_را_طبیعت_شویم_عزیز,"['را', 'طبیعت', 'شویم', 'عزیز', 'دوستداران', 'نخبگان', 'لر', 'نساجی', 'پارسی', 'بزرگ']","['دکتر محمدجواد ظریف عزیز، ما این راه را با شما آغاز کردیم. وقتی کت را از تن درآوردید و آستین\u200cها را با', 'با سلامما امضاکنندگان با پیوستن به این کارزار، متعهد می\u200cشویم تا در طبیعت هم مثل خانه\u200cهایمان زباله را', 'سلامما، دوستداران طبیعت، با امضای این کارزار که سوگندنامه\u200cای برای حفظ طبیعت است، متعهد می\u200cشویم که در']"
77,76,27,76_خودرو_صمت_سایپا_فروش,"['خودرو', 'صمت', 'سایپا', 'فروش', 'طرح', 'خودروهای', 'یکپارچه', 'سامانه', 'شرکت', 'رقابت']","['رئیس جمهور محترم سلام با عنایت به اینکه در طرح پیش فروش خودرو شاهین G، شرکت خودرو\u200cسازی سایپا در سال ', 'رئیس محترم سازمان بازرسی کشور با سلام و احترام اینجانبان در طرح دوم سامانه یکپارچه فروش خودرو شرکت ن', 'وزیر محترم صمت اعضای محترم شورای رقابت با سلام ما و کسانی که در طرح پیش فروش خودروهای شرکت سایپا و ا']"
78,77,27,77_رئیسی_استحضار_رساند_می,"['رئیسی', 'استحضار', 'رساند', 'می', 'ایران', 'جاسک', 'ابراهیم', 'جمهوری', 'احتراما', 'رسانیم']","['جناب آیت الله سید ابراهیم رئیسی ریاست محترم جمهوری اسلامی ایران با سلام، احتراما به استحضار می\u200cرساند', 'جناب آقای رئیسی رئیس\u200cجمهور محترم جمهوری اسلامی ایران با سلام احتراماً به استحضار می\u200cرساند اینجانبان،', 'بسمه تعالی حجت الاسلام رئیسی ریاست محترم جمهوری اسلامی ایران با سلام و احترام به استحضار می\u200cرساند، ج']"
79,78,27,78_استخدامی_انصاریریاست_اسناد_اداری,"['استخدامی', 'انصاریریاست', 'اسناد', 'اداری', 'املاک', 'جمشید', 'لطیفی', 'بابایی', 'ثبت', 'میثم']","['جناب آقای جمشید انصاریریاست محترم سازمان اداری و استخدامی با سلاماحتراماً خواهشمندیم نسبت به تغییر و', 'جناب آقای دکتر جمشید انصاریریاست سازمان اداری و استخدامی کشور با سلام و احترامبا توجه به اینکه قرار ', 'جناب آقای دکتر جمشید انصاریریاست محترم سازمان اداری و استخدامی کشور باسلام و احترامبا توجه به اینکه ']"
80,79,27,79_درمان_بهداشت_نمکیوزیر_پزشکی,"['درمان', 'بهداشت', 'نمکیوزیر', 'پزشکی', 'کادر', 'پزشکیبا', 'سعید', 'در', 'آموزش', 'سلامپیرو']","['جناب آقای دکتر نمکیوزیر محترم بهداشت، درمان و آموزش پزشکی با سلاماز آنجاییکه بهداشت و سلامت جامعه در', 'جناب آقای سعید نمکیوزیر محترم بهداشت، درمان و آموزش پزشکی با سلام و احترامنظر به اینکه کادر پرواز در', 'جناب آقای دکتر سعید نمکیوزیر محترم بهداشت، درمان و آموزش پزشکی با عرض سلام و احترامبا توجه به در پیش']"
81,80,26,80_اسلامیریاست_ایرانریاست_قضاییهبا_قوه,"['اسلامیریاست', 'ایرانریاست', 'قضاییهبا', 'قوه', 'سلاماحتر', 'ریاست', 'جمهوری', 'اسلامی', 'دیوان', 'قضائیهبا']","['ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهبا سلام متأسفانه ا', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهبا سلام و احترامبا', 'ریاست محترم جمهوری اسلامی ایرانریاست محترم مجلس شورای اسلامیریاست محترم قوه قضاییهبا سلاماحتراماً به']"
82,81,26,81_بنیاد_شهید_ایثارگران_قاضی,"['بنیاد', 'شهید', 'ایثارگران', 'قاضی', 'زاده', 'امور', 'هاشمی', 'جانبازان', 'اوحدیریاست', 'ایثارگرانبا']","['جناب آقای قاضی\u200cزاده هاشمی معاون محترم رئیس\u200cجمهور و رئیس بنیاد شهید و امور ایثارگران با سلام درخواست ', 'معاون رئیس جمهور و رئیس بنیاد شهید و امور ایثارگران جناب آقای دکتر قاضی زاده هاشمی سلام علیکم احترام', 'جناب آقای قاضی زاده هاشمی معاون محترم رئیس جمهور و ریاست سازمان بنیاد شهید و امور ایثارگران با سلام ']"
83,82,25,82_اوجیوزیر_نفتجناب_شرکت_خارجهجناب,"['اوجیوزیر', 'نفتجناب', 'شرکت', 'خارجهجناب', 'عامل', 'پتروشیمی', 'جواد', 'نفت', 'مهندس', 'امیرعبداللهیانوزیر']","['جناب آقای مهندس اوجیوزیر محترم نفتجناب آقای مهندس دانشیمدیر عامل محترم مناطق نفت خیز جنوبجناب آقای خ', 'جناب آقای اوجیوزیر محترم نفتجناب آقای شاهمیرزاییمدیرعامل محترم شرکت ملی صنایع پتروشیمی با سلام و احت', 'جناب آقای جواد اوجیوزیر محترم نفتجناب آقای بهزاد محمدیمدیر عامل محترم پتروشیمی\u200cهای کشورجناب آقای جعف']"
84,83,25,83_لطیفیرئیس_لطیفی_صحراییوزیر_پرورشجناب,"['لطیفیرئیس', 'لطیفی', 'صحراییوزیر', 'پرورشجناب', 'اداری', 'امور', 'استخدا', 'ریزی', 'نوری', 'نوریوزیر']","['جناب آقای دکتر نوریوزیر محترم آموزش و پرورشجناب آقای دکتر لطیفیرئیس محترم سازمان امور اداری و استخدا', 'جناب آقای دکتر نوریوزیر محترم آموزش و پرورشجناب آقای دکتر لطیفیرئیس محترم سازمان امور اداری و استخدا', 'جناب آقای دکتر نوریوزیر محترم آموزش و پرورشجناب آقای دکتر لطیفیرئیس محترم سازمان امور اداری و استخدا']"
