,Topic,Count,Name,Representation,Representative_Docs
65,64,32,64_نام_گذاری_شهدای_خیابان,"['نام', 'گذاری', 'شهدای', 'خیابان', 'نامگذاری', 'بزرگراه', 'تغییر', 'سرداران', 'پارک', 'مرحوم']","['  درخواست نام\u200cگذاری یک خیابان به نام مرحوم حسین حیدری دلویی', '  درخواست نام گذاری یکی از خیابان های زاهدان به نام شهید جمهور', '  درخواست نام\u200cگذاری بزرگراه شیراز، فیروزآباد، جم به نام شهدای قشقایی']"
66,65,32,65_سربازی_اجباری_خدمت_مدت,"['سربازی', 'اجباری', 'خدمت', 'مدت', 'غایب', 'مشمولان', 'اضافه', 'بخشش', 'شدن', 'زمان']","['  درخواست لغو سربازی اجباری', '  درخواست حذف دوره سربازی اجباری و تغییر آن به  سربازی حرفه\u200cای', '  درخواست کاهش خدمت سربازی']"
67,66,32,66_معظم_رهبر_رهبری_مقام,"['معظم', 'رهبر', 'رهبری', 'مقام', 'انقلاب', 'حکومتی', 'دیدار', 'حکم', 'خامنه', 'حضرت']","['  درخواست حکم حکومتی برای لغو مصوبه کنکور توسط رهبر معظم انقلاب', '  درخواست دیدار ایثارگران با مقام معظم رهبری', '  درخواست از مقام معظم رهبری برای رسیدگی به مشکلات ایثارگران']"
68,67,32,67_کنسرت_مراسم_قربانی_جمشید,"['کنسرت', 'مراسم', 'قربانی', 'جمشید', 'تخت', 'برگزاری', 'تی', 'اس', 'موسیقی', 'محرم']","['  درخواست صدور مجوز برگزاری کنسرت در مشهد', '  درخواست لغو کنسرت علیرضا قربانی در تخت جمشید', '  درخواست لغو برگزاری کنسرت علیرضا قربانی در تخت جمشید']"
69,68,31,68_سابقه_بازنشستگی_سال_۲۵,"['سابقه', 'بازنشستگی', 'سال', '۲۵', '۲۰', '۳۰', 'با', 'بانوان', 'دارای', 'بالای']","['  درخواست بازنشستگی با ۲۰ سال سابقه برای بانوان شاغل', '  درخواست بازنشستگی کارمندان دولت با ۲۵ سال سابقه', '  درخواست بازنشستگی با ۲۰ سال سابقه برای بانوان']"
70,69,31,69_اعتراض_درصد_حقوق_بندی,"['اعتراض', 'درصد', 'حقوق', 'بندی', 'بیست', 'معلمان', 'رتبه', 'سراسرکشور', 'سلطه', 'اکتشافی']","['  اعتراض به افزایش حقوق بیست درصد با وجود تورم پنجاه درصدی', '  اعتراض به رتبه\u200cبندی معلمان', '  اعتراض به رتبه\u200cبندی معلمان']"
71,70,31,70_صدا_سیما_پخش_صداوسیما,"['صدا', 'سیما', 'پخش', 'صداوسیما', 'شبکه', 'سیمای', 'تلویزیونی', 'زنده', 'رسانه', 'فیلم']","['  درخواست حذف بودجه صدا و سیما و فروش آنلاین برنامه\u200cها و پرداخت یارانه آن به مردم', '  درخواست حذف بودجه صدا و سیما و تقسیم آن بین مردم', '  درخواست اصلاح برنامه\u200cهای صدا و سیما']"
72,71,30,71_وکالت_وکلای_دادگستری_کانون,"['وکالت', 'وکلای', 'دادگستری', 'کانون', 'آزمون', 'تعویق', 'مرکز', '۱۴۰۲', 'قوه', 'قضائیه']","['  درخواست رسیدگی به عدم اعلام نتایج آزمون وکالت مرکز وکلای قوه قضائیه', '  درخواست تعویق آزمون وکالت', '  درخواست تعویق آزمون وکالت دادگستری']"
73,72,30,72_علمی_اعضای_هیئت_اساتید,"['علمی', 'اعضای', 'هیئت', 'اساتید', 'دانشگاه', 'آزاد', 'مدعو', 'نور', 'احکام', 'پیام']","['  مطالبات اعضای هیئت علمی و کارمندان دانشگاه\u200c\u200cهای آزاد اسلامی استان خوزستان', '  درخواست اساتید و کارکنان دانشگاه آزاد بروجرد پیرامون همسان\u200cسازی حقوق اعضای هیئت علمی و کارمندان دانشگاه آزاد اسلامی با دانشگاه\u200cهای دولتی', '  درخواست افزایش حقوق اعضای هیئت علمی دانشگاه آزاد اسلامی']"
74,73,29,73_تخریب_جلوگیری_درختان_جنگل,"['تخریب', 'جلوگیری', 'درختان', 'جنگل', 'ممانعت', 'مثمر', 'کهور', 'رساندن', 'آسیب', 'ریشه']","['  درخواست جلوگیری از قطع درختان مثمر توسط منابع طبیعی', '  درخواست جلوگیری از تخریب باغ\u200cهای شیراز', '  درخواست ریشه\u200cکنی درختان مهاجم و حساسیت\u200cزا مانند کهور آمریکایی و کنوکارپوس درشهر کاکی']"
75,74,29,74_دیوان_اداری_عدالت_انقلاب,"['دیوان', 'اداری', 'عدالت', 'انقلاب', 'عالی', 'فرهنگی', 'رأی', 'رای', 'شورای', 'استناد']","['  درخواست بازگشت نظارت دیوان عدالت اداری بر دو شورای فضای مجازی و انقلاب فرهنگی', '  درخواست لغو مصوبهٔ عدم نظارت دیوان عدالت اداری بر شورای\u200cعالی فضای مجازی', '  درخواست از دیوان عدالت اداری جهت ابطال مصوبه کنکوری شورای عالی انقلاب فرهنگی']"
76,75,29,75_مهندسی_نظام_ساختمان_رشته,"['مهندسی', 'نظام', 'ساختمان', 'رشته', 'عمران', 'معماری', 'طراحی', 'کد', 'مرتبط', 'پروانه']","['  درخواست پذیرش رشته مهندسی طراحی محیط\u200cزیست در نظام مهندسی', '  درخواست بازگشت رشته مدیریت پروژه به نظام مهندسی ساختمان', '  درخواست بازگشت رشته مهندسی مدیریت پروژه به نظام مهندسی']"
77,76,29,76_امام_ره_خمینی_عفاف,"['امام', 'ره', 'خمینی', 'عفاف', 'حجاب', 'بسیج', 'رضا', 'بندر', 'مناسبت', 'بسیجیان']","['  درخواست موافقت با شهرستان\u200c شدن بندر امام خمینی (ره)', '  درخواست اعلام شهرستان شدن بندر امام خمینی (ره)', '  مطالبه شهرستان شدن بخش بندر امام خمینی (ره)']"
78,77,28,77_شهردار_برکناری_استاندار_عزل,"['شهردار', 'برکناری', 'استاندار', 'عزل', 'ابقای', 'همدان', 'استعفای', 'فرماندار', 'شاهچراغی', 'سهرفیروزان']","['  درخواست عزل شهردار اهواز', '  درخواست برکناری شهردار تهران', '  درخواست برکناری شهردار اهواز']"
79,78,27,78_مرکزیت_تشکیل_استان_خراسان,"['مرکزیت', 'تشکیل', 'استان', 'خراسان', 'جیرفت', 'بزرگ', 'لکستان', 'سربداران', 'همجوار', 'دلفان']","['  درخواست تشکیل استان خراسان مرکزی با مرکزیت شهرستان تربت حیدریه', '  درخواست تشکیل استان خراسان مرکزی به مرکزیت نیشابور بزرگ', '  درخواست لغو تشکیل استان کرمان جنوبی با مرکزیت جیرفت']"
80,79,27,79_معیشتی_شغلی_رسیدگی_امنیت,"['معیشتی', 'شغلی', 'رسیدگی', 'امنیت', 'کارآفرینی', 'امید', 'کارکنان', 'دهیاران', 'وضعیت', 'دهیاری']","['  درخواست رسیدگی به امنیت شغلی دهیاران و کارکنان دهیاری\u200cها و استخدام آنها', '  درخواست رسیدگی به امنیت شغلی دهیاران و کارکنان دهیاری\u200cها و استخدام آن\u200cها', '  درخواست رسیدگی به وضعیت امنیت شغلی کارکنان تأمین نیروی شهرداری تبریز']"
81,80,27,80_مالیات_افزوده_عوارض_حذف,"['مالیات', 'افزوده', 'عوارض', 'حذف', 'بر', 'ارزش', 'اخذ', 'پوز', 'تراکنش', 'صنف']","['  درخواست لغو قانون مالیات بر ارزش افزوده مناطق آزاد', '  درخواست بازنگری قانون جدید مالیات و حذف مالیات بر دستگاه های پوز', '  درخواست حذف قانون مالیات بر ارزش افزوده']"
82,81,27,81_تشکیل_تأسیس_قشقایی_استان,"['تشکیل', 'تأسیس', 'قشقایی', 'استان', 'وزارتخانه', 'فدراسیون', 'مچ', 'دیلمستان', 'فرهنگستان', 'دربخش']","['  درخواست تشکیل وزارتخانه شهرداری\u200cها', '  تقاضای تشکیل استان قشقایی', '  درخواست تشکیل وزارت شهرداری\u200cها']"
83,82,26,82_تورم_دستمزد_نرخ_متناسب,"['تورم', 'دستمزد', 'نرخ', 'متناسب', 'اساس', 'افزایش', 'کارگران', 'کارمندان', 'حقوق', 'سال']","['  درخواست افزایش حقوق کارمندان دولت بر اساس تورم', '  درخواست افزایش حقوق کارمندان دولت متناسب با افزایش تورم', '  درخواست افزایش حقوق کارکنان و کارمندان دولت بر اساس نرخ تورم']"
84,83,26,83_مجلس_کمیسیون_شورای_تصویب,"['مجلس', 'کمیسیون', 'شورای', 'تصویب', 'طرح', 'اسلامی', 'نمایندگان', 'شفافیت', 'آرای', 'فوریتی']","['  درخواست حذف پرداخت حقوق به نمایندگان مجلس شورای اسلامی', '  درخواست تصویب شفافیت آرای نمایندگان مجلس شورای اسلامی', '  درخواستِ تسریعِ کمیسیونِ آموزش مجلس شورای اسلامی در بررسیِ طرحِ یک\u200cفوریتیِ کنکور']"
85,84,24,84_قوه_قضائیه_ورود_موضوع,"['قوه', 'قضائیه', 'ورود', 'موضوع', 'بورس', 'پرونده', 'قضاییه', 'دادستان', 'رئیس', 'کل']","['  پویش شکایت از سازمان بورس به قوه قضائیه', '  درخواست ورود رئیس قوه قضائیه به موضوع دوچرخه\u200cسواری زنان', '  درخواست ورود قوه قضائیه به وضعیت بازار بورس']"
86,85,24,85_کارگران_افزایش_سال_درصدی,"['کارگران', 'افزایش', 'سال', 'درصدی', '۱۴۰۳', 'حقوق', '۱۴۰۱', 'درصد', 'دولت', 'بودجه']","['  درخواست تغییر میزان افزایش ۱۰ درصدی حقوق کارگران بخش دولتی در بودجه ۱۴۰۱', '  اعتراض به افزایش ده درصدی حقوق کارگران بخش دولتی در بودجه ۱۴۰۱', '  اعتراض به میزان افزایش حقوق کارگران در سال ۱۴۰۳']"
87,86,24,86_مجازات_عاملان_متروپل_اشد,"['مجازات', 'عاملان', 'متروپل', 'اشد', 'کشتار', 'آزار', 'سگ', 'آبادان', 'محاکمه', 'فاجعه']","['  درخواست پیگیری و مجازات عاملین کشتار سگ\u200cها', '  درخواست مجازات و برکناری عاملان ریزش ساختمان متروپل', '  درخواست اشد مجازات برای عوامل ساخت متروپل آبادان']"
88,87,24,87_مسکن_ملی_مشکلات_متقاضیان,"['مسکن', 'ملی', 'مشکلات', 'متقاضیان', 'پیگیری', 'تعاونی', 'حل', '۷۶', 'گلسار', '۴۰۰۰']","['  درخواست پیگیری مشکلات مسکن ملی شهرستان طبس', '  درخواست پیگیری مسکن ملی کردستان', '  درخواست پیگیری مسکن ملی خوزستان']"
89,88,24,88_اینترنت_همراه_پوشش_نبود,"['اینترنت', 'همراه', 'پوشش', 'نبود', 'آنتن', 'روستای', 'دکل', 'پارود', 'آشامیدنی', 'قطعی']","['  درخواست رسیدگی به وضعیت پوشش تلفن همراه و اینترنت در استان زنجان', '  اعتراض به عدم پوشش آنتن دهی و اتصال اینترنت همراه اول در روستای خور شهرستان بردسکن', '  درخواست رسیدگی به نبود دکل اینترنت و آب آشامیدنی مناسب در روستاهای بخش موران']"
90,89,22,89_آلودگی_هوای_دود_هوا,"['آلودگی', 'هوای', 'دود', 'هوا', 'رسیدگی', 'اردکان', 'اراک', 'باغین', 'اتخاذ', 'چمگردان']","['  مطالبه مقابله با آلودگی هوای شهر شیراز', '  درخواست پیگیری جدی آلودگی هوای اصفهان', '  اعتراض به آلودگی هوای خوزستان']"
91,90,22,90_تحت_قرار_پوشش_گرفتن,"['تحت', 'قرار', 'پوشش', 'گرفتن', 'بیمه', 'روان', 'خدمات', 'درمانی', 'شناسی', 'کاردرمانی']","['  درخواست تحت پوشش بیمه قرار گرفتن خدمات روان درمانی', '  درخواست تحت پوشش بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه', '  درخواست تحت پوشش  بیمه تأمین اجتماعی قرار گرفتن نمایندگان بیمه']"
92,91,22,91_شهریه_آزاد_افزایش_دانشگاه,"['شهریه', 'آزاد', 'افزایش', 'دانشگاه', 'متغیر', 'اسلامی', 'اعتراض', 'غیرانتفاعی', 'البرز', 'چندباره']","['  کمپین لغو افزایش شهریه دانشگاه آزاد اسلامی', '  مخالفت با افزایش شهریه دانشگاه آزاد', '  مخالفت با افزایش شهریه دانشگاه آزاد اسلامی']"
93,92,22,92_بعد_۹۲_دبستانی_۹۱,"['بعد', '۹۲', 'دبستانی', '۹۱', 'استخدام', 'مربیان', 'دهندگان', 'پیش', 'سال', 'نهضت']","['  درخواست استخدام و تعیین تکلیف مربیان پیش دبستانی بعد از سال ۹۱', '  درخواست استخدام مربیان پیش\u200cدبستانی ضمیمه دولتی بعد از سال ۹۲', '  درخواست استخدام نیروهای پیش دبستانی از سال ۹۲ به بعد']"
94,93,22,93_قیمت_اعتراض_گرانی_تومان,"['قیمت', 'اعتراض', 'گرانی', 'تومان', 'مکرر', 'تی', 'هزار', 'آبونمان', 'پلیمری', 'میزی']","['  اعتراض به افزایش قیمت بیمه ورزشی از ۳۰ هزار تومان به ۷۰ هزار تومان', '  اعتراض به افزایش قیمت اینترنت', '  اعتراض به گرانی بی\u200cحساب قیمت گاز']"
95,94,22,94_پرورش_آموزش_جذب_استخدام,"['پرورش', 'آموزش', 'جذب', 'استخدام', 'آموزشیاران', 'قرآن', 'سوادآموزی', 'کریم', 'امین', 'التحصیلان']","['  درخواست استخدام فارغ\u200cالتحصیلان رشته تربیت معلم قرآن کریم در آموزش و پرورش', '  درخواست جذب اساتید حق\u200cالتدریس در آموزش و پرورش', '  درخواست جذب مربیان طرح امین در آموزش و پرورش']"
96,95,21,95_دانشگاه_تأسیس_علوم_مجازی,"['دانشگاه', 'تأسیس', 'علوم', 'مجازی', 'مشهد', 'مستقل', 'نجوم', 'موجودیت', 'تابران', 'چندبرابری']","['  لزوم تأسیس رشته علوم تربیتی در دانشگاه زنجان', '  اعتراض معلمین زبان انگلیسی مشهد در خصوص اجباری بودن دوره آموزشی مشهد در دانشگاه تابران', '  درخواست ترم تابستانه دندانپزشکی در دانشگاه علوم پزشکی هوشمند(مجازی)، تهران، اصفهان و سایر دانشگاه\u200cهای علوم پزشکی سراسر کشور']"
97,96,21,96_بیمه_تکمیلی_دانا_سازان,"['بیمه', 'تکمیلی', 'دانا', 'سازان', 'آتیه', 'فرهنگیان', 'حافظ', 'بانک', 'صادرات', 'کارآمد']","['  درخواست تغییر بیمه آتیه\u200cسازان به بیمه\u200cی کارآمد', '  اعتراض و عدم رضایت پرسنل علوم پزشکی شیراز از انعقاد قرارداد بیمه تکمیلی آتیه سازان حافظ', '  درخواست حذف بیمه تکمیلی فرهنگیان با بیمه دانا']"
98,97,21,97_نظام_مشاوره_روانشناسی_صنفی,"['نظام', 'مشاوره', 'روانشناسی', 'صنفی', 'سازمان', 'روسای', 'انجمن', 'شناختن', 'رسمیت', 'روانشناسان']","['  درخواست تعیین سرپرست برای سازمان نظام روانشناسی و مشاوره ج.ا.ا از ریاست محترم جمهور', '  درخواست استقلال سازمان نظام روانشناسی - مشاوره (عدم ورود دولت به بخش صنفی و انتخاب مسئولین شایسته محور)', '  درخواست برگزاری فوری مجمع عمومی سازمان نظام روانشناسی و مشاوره']"
99,98,21,98_ظرفیت_دبیری_تکمیل_کارنامه,"['ظرفیت', 'دبیری', 'تکمیل', 'کارنامه', 'هنرآموزی', 'هنرآموز', 'سبزهای', 'آموزگاری', 'پرورشی', 'آزمون']","['  درخواست تکمیل ظرفیت آزمون استخدامی دبیری و هنرآموزی', '  درخواست افزایش تکمیل ظرفیت آزمون دبیری و هنرآموز', '  درخواست تکمیل ظرفیت آزمون دبیری']"
100,99,21,99_شهریه_تخفیف_کاهش_آزاد,"['شهریه', 'تخفیف', 'کاهش', 'آزاد', 'دانشگاه', 'متغیر', 'پردیس', 'دانشجویان', 'واحد', 'مبلغ']","['  درخواست تخفیف شهریه دانشگاه آزاد', '  درخواست تخفیف شهریه دانشگاه آزاد', '  درخواست تخفیف شهریه دانشگاه آزاد']"
101,100,21,100_طرحی_تبدیل_بهداشت_قراردادی,"['طرحی', 'تبدیل', 'بهداشت', 'قراردادی', 'شرکتی', 'وضعیت', 'نیروهای', 'وزارت', '۸۹روزه', 'پیمانی']","['  درخواست تبدیل وضعیت نیروهای طرحی بهداشت و درمان', '  درخواست تبدیل وضعیت نیروهای طرحی وزارت بهداشت و درمان', '  پویش درخواست تبدیل وضعیت نیروهای قراردادی، شرکتی و طرحی وزارت بهداشت']"
102,101,21,101_تجدید_نظر_تجدیدنظر_هم,"['تجدید', 'نظر', 'تجدیدنظر', 'هم', 'hit', 'him', 'mi', 'دانشجو', 'ردیف', 'دروس']","['  درخواست تجدیدنظر وزارت بهداشت در رشته\u200cهای هم ردیف HIT، HIM و MI', '  درخواست تجدید نظر در قانون حذف دروس هم\u200cنیاز در رشته دکتری عمومی دندانپزشکی', '  درخواست تجدیدنظر در رشته\u200cهای هم ردیف HIT ،HIM و MI']"
103,102,21,102_اجاره_بهای_رهن_مسکن,"['اجاره', 'بهای', 'رهن', 'مسکن', 'بها', 'قیمت', 'املاک', 'سرسام', 'نرخ', 'خانه']","['  درخواست رسیدگی به افزایش مبلغ رهن و اجاره\u200cبهای مسکن', '  مطالبه رسیدگی به افزایش بی\u200cدلیل اجاره بهای مسکن', '  کمپین توقف افزایش اجاره بهای مسکن']"
104,103,20,103_گواهینامه_موتورسیکلت_صدور_موتور,"['گواهینامه', 'موتورسیکلت', 'صدور', 'موتور', 'سیکلت', 'بانوان', 'کارت', 'مدارک', 'کلاسیک', 'هویتی']","['  درخواست صدور گواهینامه موتور سیکلت برای بانوان', '  درخواست صدور گواهینامه موتورسیکلت برای بانوان', '  درخواست صدور گواهینامه موتور سیکلت برای بانوان']"
105,104,20,104_مدارس_بازگشایی_تعطیلی_اسفند,"['مدارس', 'بازگشایی', 'تعطیلی', 'اسفند', 'ها', 'فروردین', 'سوم', 'هوا', 'بیست', '۱۴']","['  درخواست تعویق بازگشایی مدارس و دانشگاه\u200cها', '  درخواست بازگشایی مدارس', '  درخواست لغو بازگشایی مدارس و دانشگاه\u200cها']"
106,105,20,105_تعویق_بهداشت_ارشد_وزارت,"['تعویق', 'بهداشت', 'ارشد', 'وزارت', 'کنکور', 'علوم', 'کارشناسی', 'دکتری', 'آزمون', 'وازرت']","['  مطالبه تعویق کنکور ارشد وزارت بهداشت', '  درخواست تعویق کنکور ارشد وزارت بهداشت', '  درخواست تعویق کنکور ارشد وزارت بهداشت']"
107,106,20,106_صندوق_ذخیره_ملت_آتیه,"['صندوق', 'ذخیره', 'ملت', 'آتیه', 'امداد', 'دارایی', 'بانک', 'منتخبین', 'فرهنگیان', 'کمیته']","['  درخواست پیگیری صندوق ذخیره کارکنان و بازنشستگان کمیته امداد و معرفی نماینده', '  درخواست ساماندهی صندوق ذخیره فرهنگیان', '  درخواست انحلال صندوق ذخیره فرهنگیان']"
108,107,20,107_فوتبال_تیم_فدراسیون_تاج,"['فوتبال', 'تیم', 'فدراسیون', 'تاج', 'اسکوچیچ', 'سرمربی', 'کیروش', 'کارلوس', 'ملی', 'مهدی']","['  درخواست اخراج دراگان اسکوچیچ سرمربی تیم ملی فوتبال ایران', '  درخواست برکناری آقای تاج از فدراسیون فوتبال', '  درخواست برکناری مهدی تاج رئیس فدراسیون فوتبال ایران']"
109,108,20,108_پرورش_وزیر_استیضاح_آموزش,"['پرورش', 'وزیر', 'استیضاح', 'آموزش', 'استثنایی', 'وپرورش', 'انتخاب', 'درجلسات', 'ضارب', 'قول']","['  درخواست استیضاح وزیر آموزش و پرورش', '  درخواست استیضاح وزیر آموزش و\u200c پرورش', '  درخواست استیضاح وزیر آموزش و پرورش']"
110,109,19,109_رایگان_اینترنت_بسته_آموزان,"['رایگان', 'اینترنت', 'بسته', 'آموزان', 'اختصاص', 'دانشجویی', 'دانش', 'تخصیص', 'ارائه', 'نیمسال']","['  درخواست اعطای بسته\u200cهای اینترنت رایگان به دانش\u200cآموزان', '  درخواست اختصاص اینترنت رایگان به دانشجویان', '  مطالبه اینترنت رایگان برای دانش\u200cآموزان']"
111,110,19,110_مجوز_صدور_ورزشگاه_ورود,"['مجوز', 'صدور', 'ورزشگاه', 'ورود', 'تراکتوری', 'بوقلمون', 'زینتی', 'چندین', 'مشاء', 'شویان']","['  درخواست پیگیری صدور مجوز ورود به کشور پاکستان', '  درخواست صدور مجوز بازگشایی باشگاه\u200cهای ورزشی کشور', '  درخواست صدور مجوز ورود بانوان به ورزشگاه\u200cها']"
112,111,19,111_سریال_ساخت_تلویزیونی_بریده,"['سریال', 'ساخت', 'تلویزیونی', 'بریده', 'فیلم', 'کتاب', 'خاتون', 'فصل', 'کوروش', 'برنامه']","['  مطالبه حمایت از ساخت سریال کوروش کبیر', '  درخواست ساخت فصل جدید سریال پایتخت', '  درخواست ساخت ادامه سریال خاتون']"
113,112,19,112_بورس_بازار_دامنه_نوسان,"['بورس', 'بازار', 'دامنه', 'نوسان', 'بهادار', 'معاملات', 'اوراق', 'سرمایه', 'دستوری', 'عرضه']","['  درخواست سامان\u200cدهی بازار بورس و اوراق بهادار', '  اعتراض سهامداران بازار سرمایه به دستوری بودن بازار و درخواست برکناری مدیران سازمان بورس', '  درخواست حذف کامل دامنه نوسان و حجم مبنا در معاملات بازار بورس']"
114,113,18,113_استاندار_بومی_انتخاب_انتصاب,"['استاندار', 'بومی', 'انتخاب', 'انتصاب', 'آذربایجان', 'انقلابی', 'فرماندار', 'جوان', 'جهادی', 'گیلان']","['  درخواست انتخاب استاندار بومی برای استان همدان', '  درخواست انتخاب استاندار بومی برای استان آذربایجان غربی', '  مطالبه انتخاب استاندار بومی برای گیلان']"
115,114,18,114_انحلال_شورای_شهر_اسلامی,"['انحلال', 'شورای', 'شهر', 'اسلامی', 'شهردار', 'بندرعباس', 'آبادان', 'شواری', 'روحانیت', 'میشی']","['  درخواست انحلال شورای شهر آبادان', '  درخواست انحلال شورای اسلامی شهر بندرعباس', '  درخواست انحلال شورای اسلامی شهر آبادان']"
116,115,18,115_علوم_پزشکی_پرسنل_ایرانشهر,"['علوم', 'پزشکی', 'پرسنل', 'ایرانشهر', 'مرزی', '۱۱۵', 'دانشگاه', 'کارکنان', 'کادر', 'مطالبات']","['  اعتراض به عدم پرداخت معوقات پرسنل اورژانس ۱۱۵ دانشگاه علوم پزشکی ایرانشهر', '  درخواست پرداخت حق مرزی کارکنان دانشگاه علوم پزشکی اهواز', '  درخواست پرداخت مطالبات پرسنل دانشگاه علوم پزشکی ایرانشهر']"
117,116,18,116_مخالفت_سن_با_سبزها,"['مخالفت', 'سن', 'با', 'سبزها', 'تحریم', 'بازنشستگی', 'الفعالیت', 'نستعلیق', 'کارنامه', 'خوش']","['  اعتراض و مخالفت با افزایش سن بازنشستگی', '  اعتراض و مخالفت با افزایش سن بازنشستگی', '  اعتراض و مخالفت با افزایش سن بازنشستگی']"
118,117,18,117_بنیاد_ایثارگران_امور_شهید,"['بنیاد', 'ایثارگران', 'امور', 'شهید', 'ریاست', 'انتصاب', 'اصفهانی', 'جناب', 'رضا', 'آقای']","['  درخواست انتصاب \xa0جناب آقای دکتر رضا اصلاحی  برای ریاست بنیاد شهید و امور ایثارگران', '  درخواست انتخاب شایسته ریاست بنیاد شهید و امور ایثارگران', '  درخواست تغییر ریاست بنیاد شهید و امور ایثارگران']"
119,118,18,118_سوالات_نهایی_تجربی_یازدهم,"['سوالات', 'نهایی', 'تجربی', 'یازدهم', 'امتحان', 'دهم', '۱۴۰۳', 'فنون', 'فیزیک', 'زبان']","['  اعتراض به سوالات آزمون نهایی فیزیک پایه\u200cی دهم تجربی (۱۴۰۳)', '  اعتراض به سوالات امتحان نهایی زبان انگلیسی یازدهم ۱۴۰۳', '  اعتراض به سوالات نهایی زیست دهم تجربی ۱۴۰۳']"
120,119,18,119_وزیر_عنوان_معرفی_چهاردهم,"['وزیر', 'عنوان', 'معرفی', 'چهاردهم', 'دکتر', 'پرورش', 'پیشنهادی', 'بابایی', 'آقای', 'انتخاب']","['  درخواست معرفی جناب آقای دکتر احمدی لاشکی به عنوان وزیر آموزش و پرورش', '  درخواست معرفی جناب آقای دکتر حمیدرضا حاجی بابایی به\u200cعنوان وزیر آموزش و پرورش دولت سیزدهم', '  درخواست انتخاب جناب آقای دکتر حاجی بابایی به عنوان وزیر پیشنهادی وزارت آموزش و پرورش']"
121,120,18,120_فروش_داروخانه_دارو_توزیع,"['فروش', 'داروخانه', 'دارو', 'توزیع', 'پول', 'توسط', 'دارویی', 'اینترنتی', 'ممنوعیت', 'اسید']","['  مخالفت با توزیع مکمل\u200cهای دارویی و غذایی توسط ارگانی به\u200cجز داروخانه', '  درخواست ممنوعیت فروش اینترنتی دارو', '  اعتراض به انحصار فروش نوارهای قند خون توسط شرکت\u200cهای توزیع سراسری و داروخانه\u200cها']"
122,121,17,121_اولویت_قرار_گرفتن_واکسیناسیون,"['اولویت', 'قرار', 'گرفتن', 'واکسیناسیون', 'واکسن', 'دریافت', 'قرارگرفتن', 'کووید۱۹', 'کرونا', 'هموطنانی']","['  درخواست در اولویت قرار گرفتن کودکان کار برای واکسیناسیون کرونا', '  درخواست در اولویت قرار گرفتن معلمان برای دریافت واکسن', '  درخواست در اولویت قرار گرفتن واکسیناسیون جوانان']"
123,122,17,122_فارغ_حرفه_التحصیلان_فنی,"['فارغ', 'حرفه', 'التحصیلان', 'فنی', 'رشته', 'ای', 'آموزشگاه', 'اشتغال', 'سیاسی', 'بهداشتی']","['  درخواست حل مسائل استخدامی فارغ\u200cالتحصیلان رشته علوم سیاسی', '  درخواست استخدام فارغ\u200cالتحصیلان رشته مدیریت خدمات بهداشتی  و درمانی', '  درخواست رسیدگی به وضعیت اشتغال فارغ\u200cالتحصیلان رشته علم اطلاعات و دانش شناسی']"
124,123,17,123_سد_فینسک_احداث_آبگیری,"['سد', 'فینسک', 'احداث', 'آبگیری', 'ساخت', 'توقف', 'یلان', 'سجادرود', 'سیوند', 'بندسازی']","['  ساخت سد ننگین و منحوس فینسک باید متوقف شود', '  درخواست لغو احکام وقف جنگل\u200cهای آق مشهد، دماوند و جلوگیری از ساخت سد فینسک', '  مخالفت با احداث سد فینسک']"
125,124,17,124_تصدی_وزارت_نفت_پست,"['تصدی', 'وزارت', 'نفت', 'پست', 'حمایت', 'دکتر', 'اکبری', 'مدیر', 'گزینه', 'علی']","['  درخواست حمایت از جناب آقای محسن پاکنژاد برای تصدی وزارت نفت', '  حمایت مردمی از دکتر غلامرضا تقوی، گزینه تصدی وزارت نفت دولت چهاردهم', '  حمایت از انتصاب دکتر مهدی علی اکبری گزینه اصلح تصدی معاونت خدمات رفاهی وزارت دفاع']"
126,125,16,125_تقویم_روز_رسمی_ثبت,"['تقویم', 'روز', 'رسمی', 'ثبت', 'ملی', 'آواز', 'نامگذاری', 'کشور', 'ماه', 'بدلکار']","['  درخواست ثبت روز پسر در تقویم ملی', '  درخواست ثبت روز ملی محیط\u200cبان در تقویم رسمی کشور', '  درخواست ثبت روز ملی اورژانس در تقویم رسمی کشور']"
127,126,16,126_معافیت_مالیاتی_معلول_مصوبه,"['معافیت', 'مالیاتی', 'معلول', 'مصوبه', 'جانباز', 'حرف', 'مزدی', 'دستمزد', 'فرزندان', 'حدف']","['  درخواست معافیت مالیاتی فرزندان جانباز', '  مطالبه معافیت مالیاتی حقوق معلمان', '  درخواست معافیت مالیاتی ایثارگران']"
128,127,16,127_صیانت_مشارکت_عامه_فرزندآوری,"['صیانت', 'مشارکت', 'عامه', 'فرزندآوری', 'برابر', 'خشونت', 'مقابل', 'زایمان', 'راستای', 'جایگاه']","['  مخالفت با طرح صیانت از حقوق عامه در مقابل حیوانات', '  درخواست لغو یا اصلاح طرح صیانت از حقوق عامه در مقابل حیوانات', '  درخواست حمایت مقام معظم رهبری از نقش ماماها در ترویج زایمان طبیعی و حمایت از قانون جوانی جمعیت و فرزندآوری']"
